Product ID,Product Name,Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Sales Date,Region,Sales Channel,Customer ID,Customer Segment,Salesperson ID,Discount Type,Return Reason,Order ID,Payment Method,,Months
8667,Product_8667,Home Decor,19,1711.29,78.52,295.39,1337.38,7/12/2024,West,In-store,CUST_3927,Frequent,SP_2569,Percentage,Not as Described,ORD_42487,Online Payment,,July
8811,Product_8811,Christmas,49,2623.98,195.21,478.09,1950.68,7/12/2024,South,In-store,CUST_3933,High-value,SP_6732,Percentage,-,ORD_10713,Online Payment,,July
8825,Product_8825,Home Decor,19,2287.85,407.72,60.14,1819.9899999999998,7/12/2024,West,Online,CUST_1507,High-value,SP_4081,Fixed Amount,Not as Described,ORD_26724,Cash,,July
8914,Product_8914,Basket,48,2817.74,165.47,264.41,2387.86,7/12/2024,West,Online,CUST_5258,New,SP_5125,Fixed Amount,Not as Described,ORD_13893,Credit Card,,July
8933,Product_8933,Basket,41,2785.48,479.17,68.78,2237.5299999999997,7/12/2024,South,In-store,CUST_6163,High-value,SP_4728,Percentage,Change of Mind,ORD_77082,Cash,,July
8948,Product_8948,Christmas,43,3285.33,285.15,151.29,2848.89,7/12/2024,East,Online,CUST_3539,Frequent,SP_8611,Percentage,Not as Described,ORD_19702,Online Payment,,July
9114,Product_9114,Art & Sculpture,9,1769.53,326.62,229.16,1213.7499999999998,7/12/2024,West,Online,CUST_5443,Frequent,SP_6416,Percentage,Change of Mind,ORD_65289,Online Payment,,July
9140,Product_9140,Art & Sculpture,34,4553.34,212.91,28.42,4312.01,7/12/2024,East,Online,CUST_9012,New,SP_1889,Percentage,Change of Mind,ORD_86892,Credit Card,,July
9192,Product_9192,Basket,29,3222.3,74.75,499.05,2648.5,7/12/2024,South,Online,CUST_1847,High-value,SP_8658,Percentage,-,ORD_81218,Credit Card,,July
9235,Product_9235,Christmas,6,3815.78,117.29,478.97,3219.5200000000004,7/12/2024,West,Online,CUST_1957,Frequent,SP_8599,Fixed Amount,Not as Described,ORD_96531,Credit Card,,July
9297,Product_9297,Home Decor,10,3228.51,320.28,262.5,2645.7300000000005,7/12/2024,East,Online,CUST_5301,New,SP_9185,Fixed Amount,Not as Described,ORD_49263,Credit Card,,July
9301,Product_9301,Home Decor,38,4088.68,498.18,252.01,3338.49,7/12/2024,West,Online,CUST_7772,Frequent,SP_3119,Percentage,Not as Described,ORD_79762,Cash,,July
9305,Product_9305,Christmas,47,3470.12,378.36,324.36,2767.3999999999996,7/12/2024,East,In-store,CUST_8903,Frequent,SP_4658,Fixed Amount,Not as Described,ORD_17438,Credit Card,,July
9345,Product_9345,Basket,32,1392.34,391.3,471.42,529.6199999999999,7/12/2024,South,In-store,CUST_2235,Frequent,SP_2854,Percentage,Not as Described,ORD_59732,Cash,,July
9410,Product_9410,Basket,12,4938.57,338.84,81.02,4518.709999999999,7/12/2024,West,Online,CUST_9905,High-value,SP_5896,Fixed Amount,Change of Mind,ORD_53580,Online Payment,,July
9446,Product_9446,Christmas,42,4488.8,335.08,54.04,4099.68,7/12/2024,North,In-store,CUST_8397,Frequent,SP_5492,Fixed Amount,Not as Described,ORD_13438,Credit Card,,July
9458,Product_9458,Art & Sculpture,6,3144.05,125.41,420.89,2597.7500000000005,7/12/2024,East,In-store,CUST_6625,New,SP_1036,Fixed Amount,Defective,ORD_11042,Credit Card,,July
9487,Product_9487,Home Decor,21,4397.85,60.35,405.92,3931.58,7/12/2024,South,Online,CUST_3139,Frequent,SP_6103,Fixed Amount,Defective,ORD_95608,Credit Card,,July
9499,Product_9499,Home Decor,8,2138.47,358.19,151.77,1628.5099999999998,7/12/2024,North,In-store,CUST_7932,Frequent,SP_8190,Percentage,-,ORD_79717,Online Payment,,July
9520,Product_9520,Home Decor,40,1583.74,177.28,462.01,944.45,7/12/2024,East,Online,CUST_1176,New,SP_9958,Percentage,-,ORD_41243,Cash,,July
9599,Product_9599,Christmas,46,3983.18,382.55,471.02,3129.6099999999997,7/12/2024,West,Online,CUST_4606,Frequent,SP_4107,Percentage,Change of Mind,ORD_39297,Cash,,July
9621,Product_9621,Art & Sculpture,35,3532.3,80.27,204.11,3247.92,7/12/2024,East,In-store,CUST_9098,New,SP_6408,Percentage,-,ORD_28388,Online Payment,,July
9660,Product_9660,Basket,9,1486,432.27,471.43,582.3,7/12/2024,East,Online,CUST_8664,New,SP_5033,Percentage,Defective,ORD_54419,Cash,,July
9675,Product_9675,Basket,47,3559.54,303.71,397.75,2858.08,7/12/2024,East,Online,CUST_9509,Frequent,SP_2804,Percentage,Defective,ORD_69124,Cash,,July
9683,Product_9683,Christmas,34,3594.24,3.87,426.28,3164.09,7/12/2024,South,In-store,CUST_2023,High-value,SP_8696,Percentage,Defective,ORD_95822,Credit Card,,July
9723,Product_9723,Christmas,29,2733.56,45.6,39.59,2648.37,7/12/2024,South,In-store,CUST_4745,New,SP_3394,Fixed Amount,Not as Described,ORD_23005,Credit Card,,July
9727,Product_9727,Home Decor,12,4742.89,395.12,492.24,3855.5300000000007,7/12/2024,South,In-store,CUST_3064,Frequent,SP_1813,Fixed Amount,Change of Mind,ORD_11082,Online Payment,,July
9832,Product_9832,Art & Sculpture,5,3262.21,301.41,141.29,2819.51,7/12/2024,West,In-store,CUST_4334,High-value,SP_6619,Percentage,Change of Mind,ORD_26629,Online Payment,,July
9965,Product_9965,Home Decor,44,4311.21,172.35,259,3879.8599999999997,7/12/2024,South,Online,CUST_2545,New,SP_8516,Fixed Amount,Change of Mind,ORD_47267,Online Payment,,July
9986,Product_9986,Home Decor,23,1316.83,245.19,179.7,891.9399999999998,7/12/2024,South,Online,CUST_4337,Frequent,SP_9103,Fixed Amount,Change of Mind,ORD_67835,Cash,,July
10000,Product_10000,Basket,44,1339.42,431.22,472.25,435.95000000000005,7/12/2024,North,Online,CUST_2905,High-value,SP_8332,Fixed Amount,-,ORD_62670,Cash,,July
80,Product_80,Art & Sculpture,8,3320.45,406.13,51.06,2863.2599999999998,7/13/2024,South,In-store,CUST_5309,High-value,SP_4020,Percentage,Change of Mind,ORD_49678,Credit Card,,July
109,Product_109,Home Decor,47,3918.58,447.03,136.84,3334.71,7/13/2024,East,In-store,CUST_1911,High-value,SP_9864,Percentage,Not as Described,ORD_99991,Online Payment,,July
113,Product_113,Basket,31,2319.56,98.77,273.59,1947.2,7/13/2024,East,Online,CUST_7172,New,SP_5977,Percentage,-,ORD_13054,Cash,,July
217,Product_217,Home Decor,19,2006.91,101.73,376.18,1529,7/13/2024,North,In-store,CUST_9883,New,SP_8109,Percentage,-,ORD_95909,Cash,,July
234,Product_234,Art & Sculpture,49,1163.34,448.54,169.8,545,7/13/2024,South,In-store,CUST_5108,New,SP_8278,Percentage,Not as Described,ORD_62275,Credit Card,,July
241,Product_241,Art & Sculpture,15,3307.47,352.39,95.1,2859.98,7/13/2024,West,In-store,CUST_9461,New,SP_3275,Percentage,Not as Described,ORD_65521,Cash,,July
256,Product_256,Christmas,39,2304.08,374.8,477.07,1452.21,7/13/2024,East,In-store,CUST_1694,New,SP_3459,Percentage,Defective,ORD_11782,Online Payment,,July
278,Product_278,Home Decor,48,3085.83,412.58,455.27,2217.98,7/13/2024,South,In-store,CUST_7156,New,SP_1154,Percentage,-,ORD_69719,Credit Card,,July
285,Product_285,Home Decor,22,4155.99,221.41,147.87,3786.71,7/13/2024,North,Online,CUST_4331,High-value,SP_5925,Percentage,-,ORD_66096,Cash,,July
296,Product_296,Christmas,6,4436.65,300.6,344.64,3791.4099999999994,7/13/2024,East,Online,CUST_6379,High-value,SP_6392,Fixed Amount,Defective,ORD_52867,Credit Card,,July
313,Product_313,Basket,42,4454.46,171.49,6.4,4276.570000000001,7/13/2024,East,In-store,CUST_9166,Frequent,SP_8510,Fixed Amount,Defective,ORD_69008,Cash,,July
336,Product_336,Basket,23,2115.19,290.4,452.5,1372.29,7/13/2024,North,Online,CUST_4245,High-value,SP_7166,Fixed Amount,Not as Described,ORD_11563,Credit Card,,July
351,Product_351,Art & Sculpture,12,1268.46,317.51,387.04,563.9100000000001,7/13/2024,West,In-store,CUST_3946,New,SP_7430,Fixed Amount,Change of Mind,ORD_34768,Credit Card,,July
358,Product_358,Home Decor,24,2315.7,372.86,295.73,1647.1099999999997,7/13/2024,West,In-store,CUST_5437,New,SP_3245,Percentage,Defective,ORD_69849,Credit Card,,July
365,Product_365,Christmas,8,2857.65,333.4,469.32,2054.93,7/13/2024,East,Online,CUST_2468,High-value,SP_8657,Fixed Amount,Not as Described,ORD_64676,Credit Card,,July
368,Product_368,Christmas,40,1629.25,351.83,118.63,1158.79,7/13/2024,East,Online,CUST_4811,Frequent,SP_5101,Fixed Amount,Change of Mind,ORD_93476,Online Payment,,July
382,Product_382,Home Decor,46,2547.31,62.33,252.31,2232.67,7/13/2024,South,In-store,CUST_1671,New,SP_3447,Percentage,-,ORD_31569,Cash,,July
421,Product_421,Christmas,21,3470.12,93.89,16.75,3359.48,7/13/2024,North,Online,CUST_8741,Frequent,SP_6510,Percentage,-,ORD_41816,Credit Card,,July
447,Product_447,Home Decor,16,1034.13,13.66,241.26,779.2100000000002,7/13/2024,West,Online,CUST_4174,Frequent,SP_6819,Fixed Amount,Not as Described,ORD_77398,Credit Card,,July
466,Product_466,Art & Sculpture,50,4200.72,145.48,266.51,3788.7300000000005,7/13/2024,North,Online,CUST_5836,Frequent,SP_8626,Percentage,Defective,ORD_77563,Credit Card,,July
491,Product_491,Art & Sculpture,22,1501.47,225.22,65.33,1210.92,7/13/2024,East,In-store,CUST_3601,Frequent,SP_5085,Percentage,Not as Described,ORD_24538,Cash,,July
573,Product_573,Art & Sculpture,39,1214.73,457.24,411.49,346,7/13/2024,East,Online,CUST_4970,High-value,SP_8635,Fixed Amount,-,ORD_45395,Online Payment,,July
581,Product_581,Art & Sculpture,45,1919.6,129.38,105.19,1685.0299999999997,7/13/2024,West,Online,CUST_7754,High-value,SP_7184,Fixed Amount,Not as Described,ORD_20218,Credit Card,,July
601,Product_601,Art & Sculpture,12,3589.5,486.21,212.56,2890.73,7/13/2024,South,Online,CUST_5016,Frequent,SP_1988,Fixed Amount,-,ORD_20148,Online Payment,,July
602,Product_602,Home Decor,48,2218.64,67.1,204.26,1947.28,7/13/2024,North,Online,CUST_1470,High-value,SP_9952,Fixed Amount,Not as Described,ORD_99795,Cash,,July
677,Product_677,Home Decor,33,2158.85,90.06,425.56,1643.23,7/13/2024,South,In-store,CUST_2888,High-value,SP_5838,Fixed Amount,-,ORD_38719,Cash,,July
694,Product_694,Christmas,47,2030.96,151.34,372.7,1506.92,7/13/2024,South,Online,CUST_6960,Frequent,SP_7160,Fixed Amount,-,ORD_70167,Cash,,July
725,Product_725,Home Decor,28,2157.91,358.28,478.26,1321.37,7/13/2024,South,Online,CUST_2676,New,SP_4359,Percentage,-,ORD_22809,Credit Card,,July
728,Product_728,Basket,40,2632.3,486.96,80.76,2064.58,7/13/2024,North,Online,CUST_3428,Frequent,SP_4811,Fixed Amount,-,ORD_76487,Cash,,July
737,Product_737,Basket,12,4143.24,275.22,441.99,3426.0299999999997,7/13/2024,West,Online,CUST_5212,High-value,SP_8974,Percentage,Change of Mind,ORD_59902,Cash,,July
817,Product_817,Art & Sculpture,27,1233.48,122.62,173.17,937.6900000000002,7/13/2024,East,Online,CUST_2393,High-value,SP_5378,Percentage,Change of Mind,ORD_31758,Credit Card,,July
822,Product_822,Basket,39,3914.32,363.82,373.46,3177.04,7/13/2024,South,In-store,CUST_1081,New,SP_5052,Fixed Amount,Not as Described,ORD_47348,Credit Card,,July
865,Product_865,Home Decor,10,2847.34,499.01,74.71,2273.62,7/13/2024,West,Online,CUST_9828,Frequent,SP_5234,Fixed Amount,Not as Described,ORD_88163,Online Payment,,July
866,Product_866,Art & Sculpture,15,2757.8,95.73,78.25,2583.82,7/13/2024,North,Online,CUST_5992,Frequent,SP_4799,Percentage,-,ORD_17925,Cash,,July
892,Product_892,Basket,20,3248.93,354.68,71.16,2823.09,7/13/2024,South,In-store,CUST_3056,New,SP_3654,Percentage,Not as Described,ORD_17423,Credit Card,,July
938,Product_938,Christmas,21,2107.9,39.52,302.71,1765.67,7/13/2024,North,Online,CUST_3316,Frequent,SP_1823,Fixed Amount,-,ORD_18759,Cash,,July
949,Product_949,Basket,44,2592.39,446.94,271.25,1874.1999999999998,7/13/2024,West,Online,CUST_4161,Frequent,SP_8979,Percentage,Change of Mind,ORD_40747,Online Payment,,July
955,Product_955,Home Decor,41,4265.93,92.78,339.96,3833.1900000000005,7/13/2024,North,In-store,CUST_4523,Frequent,SP_1651,Percentage,-,ORD_36302,Cash,,July
982,Product_982,Basket,22,2024.85,227.38,312.34,1485.1299999999999,7/13/2024,West,Online,CUST_4015,New,SP_3306,Percentage,Not as Described,ORD_99297,Cash,,July
995,Product_995,Christmas,45,3479.71,17.21,489.34,2973.16,7/13/2024,North,In-store,CUST_8426,Frequent,SP_1653,Percentage,Defective,ORD_29279,Credit Card,,July
998,Product_998,Home Decor,35,3129.27,156.5,472.93,2499.84,7/13/2024,East,Online,CUST_3091,New,SP_7907,Fixed Amount,-,ORD_74007,Online Payment,,July
1012,Product_1012,Art & Sculpture,45,2576.72,157.11,241.41,2178.2,7/13/2024,West,Online,CUST_8759,New,SP_9012,Fixed Amount,Change of Mind,ORD_43015,Cash,,July
1034,Product_1034,Basket,42,1103.79,68.45,346.98,688.3599999999999,7/13/2024,West,In-store,CUST_8007,New,SP_7016,Fixed Amount,Change of Mind,ORD_56725,Cash,,July
1053,Product_1053,Basket,46,4514.71,350.36,461.87,3702.4800000000005,7/13/2024,South,Online,CUST_8119,Frequent,SP_9124,Fixed Amount,Change of Mind,ORD_66529,Credit Card,,July
1099,Product_1099,Christmas,22,2724.31,24.89,452.47,2246.95,7/13/2024,East,In-store,CUST_7467,New,SP_5969,Fixed Amount,Change of Mind,ORD_14121,Credit Card,,July
1126,Product_1126,Home Decor,42,1315.07,344.72,464.07,506.2799999999999,7/13/2024,North,Online,CUST_2422,New,SP_6631,Fixed Amount,Not as Described,ORD_25532,Online Payment,,July
1127,Product_1127,Basket,8,1576.95,382.09,158.55,1036.3100000000002,7/13/2024,West,Online,CUST_5601,New,SP_2708,Percentage,Change of Mind,ORD_61561,Cash,,July
1136,Product_1136,Basket,14,2792.52,369.36,148.94,2274.22,7/13/2024,South,In-store,CUST_3574,Frequent,SP_9800,Percentage,Change of Mind,ORD_28944,Online Payment,,July
1160,Product_1160,Art & Sculpture,25,4741.52,398.08,349.19,3994.2500000000005,7/13/2024,South,Online,CUST_3953,Frequent,SP_8544,Percentage,Not as Described,ORD_95849,Online Payment,,July
1189,Product_1189,Art & Sculpture,17,4639.23,428.79,326.45,3883.99,7/13/2024,West,Online,CUST_3823,High-value,SP_6324,Percentage,-,ORD_35394,Online Payment,,July
1197,Product_1197,Christmas,40,2475.85,148.36,251.31,2076.18,7/13/2024,East,In-store,CUST_6175,Frequent,SP_5068,Fixed Amount,Change of Mind,ORD_44535,Credit Card,,July
1225,Product_1225,Home Decor,14,2821.37,180.67,392.48,2248.22,7/13/2024,East,Online,CUST_2853,High-value,SP_7322,Percentage,-,ORD_84277,Cash,,July
1234,Product_1234,Basket,17,2042.81,394.9,418.47,1229.4399999999998,7/13/2024,North,Online,CUST_7332,High-value,SP_7535,Fixed Amount,Change of Mind,ORD_58597,Online Payment,,July
1249,Product_1249,Basket,11,1148.03,13.14,61.44,1073.4499999999998,7/13/2024,North,In-store,CUST_5737,New,SP_7421,Fixed Amount,Change of Mind,ORD_87685,Online Payment,,July
1303,Product_1303,Christmas,7,2893.67,208.32,271.82,2413.5299999999997,7/13/2024,West,Online,CUST_8101,Frequent,SP_1186,Percentage,-,ORD_45151,Online Payment,,July
1306,Product_1306,Art & Sculpture,37,3545.09,335.5,9.47,3200.1200000000003,7/13/2024,North,Online,CUST_9310,High-value,SP_6036,Percentage,-,ORD_11720,Credit Card,,July
1310,Product_1310,Christmas,47,2598.93,290.36,473.54,1835.0299999999997,7/13/2024,South,Online,CUST_9787,Frequent,SP_9293,Fixed Amount,Change of Mind,ORD_88813,Online Payment,,July
1320,Product_1320,Home Decor,31,2663.2,389.65,475.51,1798.0399999999997,7/13/2024,East,Online,CUST_9461,Frequent,SP_9744,Fixed Amount,Change of Mind,ORD_85815,Credit Card,,July
1324,Product_1324,Christmas,27,4944.1,204.44,68.42,4671.240000000001,7/13/2024,East,In-store,CUST_9855,New,SP_6906,Fixed Amount,-,ORD_12208,Cash,,July
1371,Product_1371,Art & Sculpture,18,1395.51,222.88,262.92,909.71,7/13/2024,North,Online,CUST_2500,High-value,SP_2000,Fixed Amount,Change of Mind,ORD_27105,Cash,,July
1374,Product_1374,Basket,48,3471.6,220.05,258.6,2992.95,7/13/2024,South,Online,CUST_7209,High-value,SP_7172,Percentage,Change of Mind,ORD_58370,Credit Card,,July
1390,Product_1390,Christmas,18,3922.26,225.25,231.56,3465.4500000000003,7/13/2024,East,In-store,CUST_2048,High-value,SP_2610,Percentage,Defective,ORD_38461,Credit Card,,July
1410,Product_1410,Christmas,5,3255.92,477.04,108.23,2670.65,7/13/2024,East,Online,CUST_9250,High-value,SP_9406,Fixed Amount,Change of Mind,ORD_30093,Cash,,July
1420,Product_1420,Art & Sculpture,49,3488.3,28.04,478.18,2982.0800000000004,7/13/2024,South,In-store,CUST_5134,High-value,SP_8257,Fixed Amount,Not as Described,ORD_92459,Cash,,July
1473,Product_1473,Home Decor,41,2449.06,462.33,83.69,1903.04,7/13/2024,East,Online,CUST_6263,High-value,SP_6076,Percentage,Not as Described,ORD_25818,Cash,,July
1484,Product_1484,Art & Sculpture,23,2026.06,50.39,374.41,1601.2599999999998,7/13/2024,West,In-store,CUST_6189,High-value,SP_2477,Fixed Amount,-,ORD_62949,Credit Card,,July
1513,Product_1513,Home Decor,47,3330.51,49.24,133.43,3147.8400000000006,7/13/2024,East,Online,CUST_4929,High-value,SP_4620,Percentage,Change of Mind,ORD_95941,Online Payment,,July
1528,Product_1528,Christmas,7,4476.13,423.72,217.94,3834.47,7/13/2024,East,Online,CUST_5083,Frequent,SP_5934,Percentage,Not as Described,ORD_98256,Credit Card,,July
1565,Product_1565,Art & Sculpture,6,3911.19,131.64,280.5,3499.05,7/13/2024,South,In-store,CUST_4228,Frequent,SP_9849,Percentage,Change of Mind,ORD_32242,Online Payment,,July
1577,Product_1577,Christmas,37,2718.86,171.23,327.27,2220.36,7/13/2024,West,Online,CUST_7991,New,SP_9057,Percentage,Change of Mind,ORD_46536,Online Payment,,July
1644,Product_1644,Basket,17,1247.62,410.53,431.31,405.7799999999999,7/13/2024,West,In-store,CUST_8538,New,SP_8277,Fixed Amount,Defective,ORD_85172,Online Payment,,July
1715,Product_1715,Home Decor,24,2006.26,388.94,251.76,1365.56,7/13/2024,South,In-store,CUST_8938,High-value,SP_8731,Percentage,Defective,ORD_73391,Credit Card,,July
1745,Product_1745,Art & Sculpture,45,1674.65,388.78,27.66,1258.21,7/13/2024,North,Online,CUST_7593,High-value,SP_7954,Fixed Amount,Defective,ORD_66267,Cash,,July
1785,Product_1785,Christmas,35,4523.22,467.5,377.56,3678.1600000000003,7/13/2024,East,In-store,CUST_5989,New,SP_3315,Percentage,-,ORD_25031,Online Payment,,July
1814,Product_1814,Home Decor,26,4594.21,120.16,491.87,3982.1800000000003,7/13/2024,South,In-store,CUST_2609,Frequent,SP_1755,Percentage,Not as Described,ORD_24820,Cash,,July
1827,Product_1827,Art & Sculpture,13,1394.78,322.13,124.37,948.2800000000001,7/13/2024,South,In-store,CUST_1812,New,SP_1924,Percentage,Not as Described,ORD_93061,Online Payment,,July
1850,Product_1850,Christmas,47,2709.82,52.84,352.1,2304.88,7/13/2024,South,Online,CUST_9811,High-value,SP_6704,Fixed Amount,Not as Described,ORD_91485,Online Payment,,July
1877,Product_1877,Christmas,32,3167.62,87.76,460.28,2619.58,7/13/2024,East,Online,CUST_3283,High-value,SP_3010,Percentage,Defective,ORD_40743,Online Payment,,July
1885,Product_1885,Basket,35,3433.66,129.12,53.85,3250.69,7/13/2024,East,Online,CUST_1469,New,SP_4698,Percentage,Change of Mind,ORD_13286,Cash,,July
1889,Product_1889,Christmas,43,3978.57,266.6,484.05,3227.92,7/13/2024,East,In-store,CUST_5276,High-value,SP_5667,Fixed Amount,Defective,ORD_65785,Cash,,July
1913,Product_1913,Christmas,38,4399.66,106.49,301.02,3992.15,7/13/2024,West,Online,CUST_8578,Frequent,SP_9549,Percentage,-,ORD_19638,Online Payment,,July
1929,Product_1929,Art & Sculpture,25,4217.4,67.2,217.5,3932.7,7/13/2024,North,In-store,CUST_5237,Frequent,SP_3349,Fixed Amount,-,ORD_29790,Credit Card,,July
1964,Product_1964,Art & Sculpture,29,2474.39,464.33,340.8,1669.26,7/13/2024,West,In-store,CUST_8984,New,SP_4287,Percentage,Not as Described,ORD_20039,Cash,,July
2012,Product_2012,Basket,31,2695.09,362.78,54.2,2278.1100000000006,7/13/2024,West,In-store,CUST_7341,Frequent,SP_4273,Percentage,Defective,ORD_73892,Online Payment,,July
2032,Product_2032,Christmas,50,4166.24,468.49,304.97,3392.7799999999997,7/13/2024,North,In-store,CUST_8400,High-value,SP_5679,Fixed Amount,Not as Described,ORD_50964,Credit Card,,July
2103,Product_2103,Christmas,31,2746.45,324.11,109.44,2312.8999999999996,7/13/2024,North,In-store,CUST_8027,New,SP_4282,Fixed Amount,Not as Described,ORD_91158,Cash,,July
2122,Product_2122,Art & Sculpture,39,4281.66,315.02,211.65,3754.99,7/13/2024,West,In-store,CUST_2484,Frequent,SP_4892,Percentage,Not as Described,ORD_90249,Online Payment,,July
2123,Product_2123,Art & Sculpture,30,1393.21,147.45,450.36,795.4,7/13/2024,South,Online,CUST_1337,High-value,SP_2582,Fixed Amount,-,ORD_74775,Cash,,July
2140,Product_2140,Christmas,48,3170.93,401.35,427.98,2341.6,7/13/2024,North,In-store,CUST_8890,New,SP_1210,Percentage,Not as Described,ORD_67107,Credit Card,,July
2151,Product_2151,Christmas,34,4122.92,203.84,161.97,3757.11,7/13/2024,North,In-store,CUST_2944,High-value,SP_3325,Fixed Amount,Defective,ORD_69725,Credit Card,,July
2163,Product_2163,Art & Sculpture,18,3468.29,138.86,65.76,3263.6699999999996,7/13/2024,South,Online,CUST_7281,High-value,SP_4010,Fixed Amount,Defective,ORD_15390,Cash,,July
2171,Product_2171,Basket,29,1982.56,77.95,12.4,1892.2099999999998,7/13/2024,East,Online,CUST_3873,New,SP_2972,Percentage,-,ORD_32324,Credit Card,,July
2241,Product_2241,Art & Sculpture,41,1894.25,370.52,221.07,1302.66,7/13/2024,South,In-store,CUST_5589,Frequent,SP_8598,Percentage,Not as Described,ORD_90787,Cash,,July
2261,Product_2261,Basket,24,4725.58,258.72,173.9,4292.96,7/13/2024,West,Online,CUST_7436,New,SP_6775,Fixed Amount,Not as Described,ORD_95655,Cash,,July
2293,Product_2293,Home Decor,35,2869.38,249.74,267.89,2351.7500000000005,7/13/2024,East,In-store,CUST_7749,High-value,SP_9011,Percentage,Defective,ORD_11770,Credit Card,,July
2296,Product_2296,Christmas,20,1287.95,454.74,15.08,818.13,7/13/2024,West,In-store,CUST_6285,High-value,SP_8207,Fixed Amount,-,ORD_65064,Credit Card,,July
2298,Product_2298,Home Decor,30,3155.04,394.91,395.18,2364.9500000000003,7/13/2024,South,Online,CUST_1024,High-value,SP_3789,Fixed Amount,Not as Described,ORD_64396,Cash,,July
2300,Product_2300,Home Decor,25,2703.23,347.83,250.73,2104.67,7/13/2024,North,Online,CUST_6149,New,SP_6291,Percentage,Not as Described,ORD_57745,Online Payment,,July
2435,Product_2435,Basket,46,1672.5,77.42,318.1,1276.98,7/13/2024,North,In-store,CUST_4623,New,SP_9979,Fixed Amount,Not as Described,ORD_85667,Online Payment,,July
2442,Product_2442,Art & Sculpture,38,2218.6,77.43,371.64,1769.5300000000002,7/13/2024,North,In-store,CUST_4897,High-value,SP_3682,Fixed Amount,Change of Mind,ORD_67387,Credit Card,,July
2485,Product_2485,Art & Sculpture,40,4818.73,116.77,243.6,4458.359999999999,7/13/2024,North,In-store,CUST_1470,High-value,SP_7847,Percentage,-,ORD_77336,Online Payment,,July
2542,Product_2542,Christmas,25,2184.27,333.21,468.89,1382.17,7/13/2024,West,In-store,CUST_8183,High-value,SP_5142,Fixed Amount,-,ORD_54413,Credit Card,,July
2610,Product_2610,Art & Sculpture,27,2833.29,264.18,477.58,2091.53,7/13/2024,South,In-store,CUST_6190,High-value,SP_7692,Fixed Amount,Defective,ORD_27769,Cash,,July
2647,Product_2647,Home Decor,20,2178.03,465.51,325.93,1386.5900000000001,7/13/2024,East,In-store,CUST_8662,Frequent,SP_4673,Fixed Amount,-,ORD_37642,Cash,,July
2666,Product_2666,Christmas,29,4447.27,384.82,260.7,3801.7500000000005,7/13/2024,South,Online,CUST_3854,New,SP_1594,Percentage,Not as Described,ORD_90974,Cash,,July
2686,Product_2686,Home Decor,48,2391.31,111.35,375.51,1904.45,7/13/2024,West,In-store,CUST_1681,High-value,SP_3868,Percentage,-,ORD_90629,Credit Card,,July
2713,Product_2713,Christmas,9,1516.67,145.97,119.51,1251.19,7/13/2024,West,In-store,CUST_4619,High-value,SP_8622,Percentage,Defective,ORD_87471,Online Payment,,July
2730,Product_2730,Basket,15,4108.34,243.55,190.35,3674.44,7/13/2024,East,In-store,CUST_3490,High-value,SP_8947,Percentage,-,ORD_64003,Cash,,July
2774,Product_2774,Christmas,42,1232.54,150.88,98.1,983.5599999999998,7/13/2024,East,In-store,CUST_9815,Frequent,SP_7984,Percentage,Defective,ORD_76998,Cash,,July
2808,Product_2808,Art & Sculpture,41,3397.21,4.09,223.99,3169.13,7/13/2024,West,In-store,CUST_7880,New,SP_3038,Fixed Amount,Change of Mind,ORD_73684,Credit Card,,July
2809,Product_2809,Home Decor,50,2633.58,444.22,21.19,2168.1699999999996,7/13/2024,South,Online,CUST_2397,Frequent,SP_6353,Fixed Amount,-,ORD_13951,Credit Card,,July
2818,Product_2818,Christmas,8,2857.19,169,26.91,2661.28,7/13/2024,North,In-store,CUST_8329,New,SP_3803,Fixed Amount,-,ORD_72088,Cash,,July
2864,Product_2864,Art & Sculpture,43,1753.48,102.9,99.96,1550.62,7/13/2024,West,Online,CUST_5019,Frequent,SP_5744,Fixed Amount,Not as Described,ORD_93936,Online Payment,,July
2898,Product_2898,Basket,42,1777.97,373.39,451.1,953.4799999999999,7/13/2024,North,Online,CUST_5318,High-value,SP_1380,Percentage,Change of Mind,ORD_15054,Cash,,July
2957,Product_2957,Art & Sculpture,47,3446.56,50.04,403.31,2993.21,7/13/2024,South,Online,CUST_6069,Frequent,SP_2649,Percentage,Change of Mind,ORD_85931,Online Payment,,July
2994,Product_2994,Home Decor,12,3405.71,134.31,159.56,3111.84,7/13/2024,East,In-store,CUST_1895,High-value,SP_5739,Fixed Amount,Not as Described,ORD_28784,Cash,,July
3000,Product_3000,Art & Sculpture,12,3823.15,489.11,68.18,3265.86,7/13/2024,South,In-store,CUST_9357,New,SP_5265,Percentage,Change of Mind,ORD_20543,Cash,,July
3026,Product_3026,Art & Sculpture,14,1170.63,494.06,320.09,356.4800000000002,7/13/2024,West,In-store,CUST_5718,Frequent,SP_9199,Fixed Amount,Change of Mind,ORD_14817,Cash,,July
3054,Product_3054,Basket,14,2762.61,379.48,107.51,2275.62,7/13/2024,South,In-store,CUST_3470,High-value,SP_2835,Percentage,Change of Mind,ORD_47208,Credit Card,,July
3113,Product_3113,Art & Sculpture,15,3808.97,177.31,157.2,3474.46,7/13/2024,South,In-store,CUST_3170,High-value,SP_5934,Fixed Amount,Not as Described,ORD_51989,Cash,,July
